gx     gy    gz     ax    ay    az
64876  170  64586  54180  28556  53868
64865  168  64598  54205  27053  52230
64873  178  64588  54775  23564  51773
64879  176  64584  55861  20484  51710
64870  169  64592  56651  18183  53213
64871  169  64571  57406  16095  56782
64856  161  64574  58563  14208  57808
64868  168  64592  58620  13418  59607
64874  156  64584  57775  12884  61504
64886  170  64579  58154  11698  62439
64872  173  64585  58316  10936  63087
64887  173  64577  58578  9885  62384
64869  180  64581  57567  9070  62638
64864  170  64583  55765  9056  62196
64884  167  64580  53869  9882  61754
64888  179  64582  53424  9021  61398
64871  180  64583  53997  8007  59923
64881  181  64584  53885  9391  60295
64867  183  64591  51645  14825  62883
64870  181  64591  49926  16374  63418
64878  182  64582  51383  17293  58284
64882  167  64585  54727  18474  57534
64874  201  64606  54867  21431  59768
64888  173  64589  55525  21216  60699
64878  173  64582  56223  20018  59835
64873  166  64577  58245  18833  60023
64868  176  64581  61478  16640  60605
64881  177  64580  64090  14607  61501
64888  161  64580  63928  14395  62659
64864  176  64581  62489  15284  62453
64885  159  64578  61514  16437  59802
64879  176  64582  61653  16629  58391
64890  172  64575  62007  15335  58763
64886  170  64579  63940  14256  59023
64874  172  64580  481  13178  59981
64864  165  64590  1647  12906  61336
64856  166  64583  228  15654  60349
64866  156  64588  63206  17824  57810
64873  171  64585  59608  20302  55789
64882  172  64581  56786  23212  53813
64872  164  64579  53947  26823  52669
64880  171  64578  52197  27876  53751
64885  163  64575  52745  27086  53404
64870  168  64572  55812  23862  53096
64871  170  64583  57914  21098  54919
64868  183  64578  58413  19494  57960
64878  176  64588  58266  20097  59669
64881  166  64574  57379  19894  60217
64875  167  64580  56781  19342  60138
64881  177  64583  56438  18009  59412
64878  175  64575  56574  15791  59034
64880  169  64582  57167  14733  59228
64883  173  64590  56803  14221  60114
64873  161  64579  55931  13183  61010
64878  171  64587  55524  12058  61647
64873  168  64579  55213  11362  61925
64884  175  64580  54649  11688  61960
64876  168  64579  54971  11750  62388
64881  164  64586  55947  11446  62027
64876  169  64578  55591  10555  62657
64881  165  64585  54907  10257  63545
64880  164  64592  53813  11848  63452
64876  162  64595  52546  14654  61196
64876  165  64587  53201  16579  58955
64885  172  64586  55116  17552  57665
64879  164  64598  57623  18041  60144
64875  173  64587  59460  17487  61300
64871  172  64583  60490  16433  63848
64875  171  64578  60127  14423  62878
64877  162  64576  59860  13528  59289
64893  179  64581  60840  13094  57013
64880  169  64586  61361  13688  56900
64880  169  64583  61601  14115  57549
64869  168  64597  62674  14301  57106
64878  166  64569  61877  14639  56928
64875  167  64589  61140  15139  57188
64873  175  64582  60441  15979  57405
64870  175  64587  60805  16958  57571
64868  166  64588  61745  17569  57364
64874  165  64589  63209  18681  56749
64880  165  64579  61729  22122  56510
64868  167  64589  59049  26298  55472
64865  165  64589  57765  27781  54372
64877  175  64580  57695  25432  55282
64876  178  64579  56935  27410  56615
64875  178  64575  56972  29962  59282
64871  174  64586  58442  29853  62165
64889  165  64584  60926  27266  60555
64868  169  64579  62138  23937  57958
64878  175  64590  61753  22948  57657
64868  170  64577  59751  24401  57498
64863  180  64587  57702  25057  59152
64867  177  64582  55711  24625  60569
64879  175  64584  54793  21728  60867
64871  171  64586  55145  18768  60177
64873  169  64590  55076  16515  60996
64877  186  64582  54762  15239  62178
64878  163  64584  53732  14812  63296
64868  168  64588  53571  13416  62900
