gx     gy    gz     ax    ay    az
64876  168  64596  4025  65198  62400
64883  167  64584  3  65016  62284
64858  182  64581  62984  64370  63046
64882  169  64587  61786  65024  65495
64874  161  64577  61584  147  2583
64878  166  64575  62097  702  3621
64873  173  64583  63533  1156  2724
64887  176  64569  64145  197  1389
64874  171  64582  64776  65123  65282
64875  174  64585  65299  65208  64345
64867  168  64576  65489  352  64323
64868  169  64569  112  898  63243
64873  171  64573  625  1058  63217
64865  162  64572  1768  570  63500
64868  169  64579  3257  239  63895
64864  166  64581  8365  498  64579
64885  168  64567  15442  376  62662
64878  170  64581  22712  609  61845
64895  155  64564  27901  448  58
64873  174  64577  30387  63981  5166
64884  165  64577  32760  61712  9025
64878  150  64579  32760  59794  11639
64880  174  64581  32760  62678  61984
64865  179  64570  32760  64772  49770
64872  182  64565  32760  64006  57753
64878  167  64579  24094  65091  62716
64873  166  64579  15208  965  64104
64865  171  64581  9837  2367  63319
64878  179  64592  5597  1761  62284
64882  181  64569  2814  451  64070
64891  171  64575  733  39  378
64882  181  64589  1610  65514  898
64874  168  64572  2747  65464  65274
64871  175  64589  2718  176  64492
64878  174  64586  2526  426  64877
64879  163  64583  2466  140  65129
64870  176  64584  4105  65499  64617
64882  166  64572  9041  282  62396
64866  166  64576  14890  64676  61756
64874  164  64579  21228  63662  61671
64878  163  64579  27777  64353  60548
64870  174  64580  32760  64246  58762
64881  159  64581  32760  60020  60200
64851  168  64578  32760  57994  61959
64862  167  64583  32760  58879  58182
64887  172  64580  32760  62198  52873
64872  160  64579  32760  63640  57655
64879  170  64573  24208  64050  61142
64875  175  64575  15083  64286  63923
64884  176  64578  7980  64121  65454
64878  177  64578  3240  64109  64597
64886  173  64562  65149  64953  61796
64878  183  64576  61813  65132  62357
64871  172  64576  58409  65079  64898
64878  181  64572  57562  228  1092
64875  175  64582  58531  904  2398
64886  176  64581  59986  931  3395
64874  176  64575  61603  78  1828
64863  188  64583  63156  64769  758
64892  176  64583  64510  64634  65092
64874  163  64580  663  64921  65140
64877  166  64581  1669  65371  65298
64876  170  64575  2314  65466  64731
64866  156  64579  3259  318  63705
64878  171  64576  4053  688  63994
64870  172  64584  5343  736  64498
64868  166  64591  9685  301  63044
64870  166  64590  16891  158  60596
64881  169  64569  24971  336  60890
64889  164  64570  30094  65139  65405
64890  161  64593  31420  63549  3565
64891  165  64588  32760  61930  11117
64886  167  64587  32760  62303  9356
64865  172  64586  32760  465  53718
64896  166  64578  32760  63338  47738
64872  169  64577  30375  64054  58343
64862  163  64574  21459  64923  61736
64864  173  64591  14440  65198  65082
64901  159  64578  7707  65240  3129
64868  173  64577  3411  77  4008
64876  166  64578  1131  64780  2624
64871  168  64566  870  64129  15
64877  183  64571  2081  64569  63031
64876  178  64570  2826  65349  62857
64874  171  64579  4031  639  62196
64880  166  64582  5466  618  62413
64863  166  64583  6156  528  62786
64884  180  64578  7883  284  62902
64877  173  64567  12076  309  62031
64879  174  64589  21222  64409  58827
64861  176  64587  30227  63263  56495
64884  153  64583  32760  63090  55717
64881  175  64573  32760  64763  53260
64862  154  64580  32760  65210  52231
64873  186  64577  32760  63846  51674
64888  171  64587  32760  64905  53222
64879  167  64582  32182  65362  60681
64873  178  64584  24428  65352  64458
64867  172  64577  19050  64772  63363
64869  153  64582  13841  65023  63122
64874  173  64577  6291  391  62718
64885  164  64575  578  254  63002
64877  188  64576  61960  64393  65445
64879  175  64587  59514  63206  3048
64873  176  64584  58914  64145  6155
64871  159  64586  60165  1116  6259
64872  173  64579  62162  1434  3703
64883  160  64582  64212  65476  65053
64881  169  64582  65441  64909  62521
64897  160  64586  65511  317  61372
64874  171  64575  65132  1181  62712
64872  161  64581  64330  1914  64995
64880  161  64580  63775  1390  966
64891  153  64580  65048  1039  399
64877  171  64584  536  485  64141
64888  161  64584  2965  102  63190
64885  159  64583  7571  65110  62004
64877  166  64581  13650  64609  61269
64879  162  64581  20232  63514  60785
64877  179  64583  26916  62685  63562
64873  176  64583  32280  60830  5018
64869  174  64579  32760  58649  8815
64871  177  64585  32760  58542  61123
64873  173  64586  32760  62535  41459
64876  175  64574  32760  61989  46163
64849  176  64582  32727  63615  54972
64876  170  64584  25647  515  59245
64882  172  64581  17600  591  63056
64875  182  64579  11073  65042  516
64874  190  64581  6091  64781  597
64878  181  64586  2718  65395  65358
64860  164  64574  1080  829  64486
64888  182  64587  430  1706  65532
64882  171  64585  64890  2002  1954
64875  181  64576  65308  1247  3481
64882  166  64587  2076  553  4982
64880  163  64578  5078  180  2512
64861  174  64581  8109  65242  63750
64883  167  64577  11109  65210  59610
64871  158  64573  14755  64905  58569
64886  166  64588  20225  64585  60140
64890  172  64578  28869  63976  61409
64881  156  64582  32760  64275  58960
64865  160  64580  32760  65217  55936
64870  170  64574  32760  64313  56670
64878  174  64584  32760  63371  53908
64879  163  64586  32760  62868  49841
64870  179  64576  32760  61680  51073
64879  185  64596  27761  62295  56452
64879  175  64579  19336  62940  61795
64872  172  64581  11881  64570  63784
64877  175  64595  5099  277  63186
64885  179  64575  174  438  61949
64873  179  64575  62090  64804  61969
64867  180  64570  60907  63970  63621
64876  177  64579  60548  64097  923
64876  169  64566  60683  63555  4328
64885  161  64581  61896  63173  5302
64867  183  64580  63299  63974  4228
64877  172  64574  64780  64933  1145
64888  169  64571  166  65024  120
64857  170  64584  370  156  65121
64880  163  64573  1473  907  64981
64870  182  64574  1968  1593  63950
64875  177  64578  2558  1481  62538
64880  174  64576  3252  1066  61176
64855  168  64570  4164  631  61728
64884  176  64573  8940  59  63220
64886  168  64576  14622  63610  62734
64882  190  64573  21872  62440  62056
64868  162  64579  26580  64484  2110
64865  169  64574  29262  1419  8833
64865  166  64583  32624  536  17513
64880  173  64581  32760  59140  21472
64867  169  64576  32760  61800  63848
64890  177  64592  32760  63216  43649
64888  175  64586  32760  63044  51179
64860  169  64575  20526  382  58503
64890  176  64585  12463  2054  61554
64887  164  64581  6379  1476  63671
64870  162  64588  2633  65461  64530
64881  168  64580  1407  64959  64371
64881  166  64578  1621  65369  64242
64874  180  64575  1636  310  64423
64876  176  64585  1872  65514  64883
64884  170  64584  2670  64323  64874
64872  170  64585  4775  64261  64446
64890  169  64584  5895  63769  65175
64873  175  64571  8340  62955  64622
64872  173  64579  12673  62247  64772
64894  172  64587  17395  62934  62718
64882  168  64590  21317  61136  60286
64883  172  64586  24256  59131  64907
64878  164  64590  31337  60549  3722
64871  175  64574  32760  60408  63997
64868  183  64586  32760  53993  58535
64877  176  64580  32760  48932  49394
64878  170  64580  32760  47667  47718
64876  171  64577  32760  51342  53524
64875  180  64587  30943  56389  58889
64870  171  64582  20105  60953  63135
64874  171  64592  13658  63960  62889
64885  186  64586  10069  63924  61698
64877  160  64573  5442  64143  61385
64896  173  64581  952  225  62844
64873  181  64588  64078  1729  277
64878  179  64587  59797  2345  4169
64882  174  64593  57468  1268  6135
64882  174  64583  56889  251  4597
64857  193  64580  59040  564  65284
64872  166  64583  61167  980  63699
64861  159  64587  62836  1212  64758
64883  169  64580  65028  661  535
64879  179  64581  1425  583  147
64872  175  64579  3012  582  64709
64878  165  64581  3221  458  141
64886  163  64580  3705  65332  1575
64890  179  64576  5188  64527  1077
64867  165  64580  8948  65492  62128
64885  179  64581  13100  776  60153
64874  169  64579  15247  64633  498
64877  172  64582  20197  63852  4870
64868  164  64586  25709  64423  16773
64878  161  64587  28106  58601  21276
64883  164  64579  32760  58357  62729
64869  178  64585  32760  58744  47878
64883  177  64591  24525  60133  1478
64884  182  64579  20189  63855  5039
64879  164  64587  25928  63838  58498
64877  173  64580  29130  64639  49742
64880  170  64586  21434  65145  54799
64873  164  64586  13345  317  59898
64876  176  64590  7253  761  62364
64881  167  64576  4514  415  64095
64874  168  64575  3813  65198  64581
64879  174  64576  3414  64421  64227
64873  170  64578  3274  64157  64253
64881  172  64579  3470  64581  64935
64869  181  64578  3340  64848  65317
64879  175  64566  4196  64945  231
64867  167  64587  7939  65100  13
64883  167  64586  14756  64361  63992
64877  177  64576  21093  62588  63128
64865  174  64581  26281  61966  62658
64894  177  64578  31930  61677  60644
64873  163  64594  32760  60501  56580
64877  169  64586  32760  60887  50653
64875  164  64584  32760  63442  47338
64862  176  64580  32760  64512  52153
64873  168  64590  32760  62107  58753
64876  175  64586  28398  61515  64800
64886  169  64584  21042  63443  65157
64874  171  64586  14744  64055  61966
64869  182  64588  6328  64758  61100
64876  171  64584  63596  65265  63168
64875  173  64583  58130  64715  675
64871  177  64592  56893  64579  2704
64881  170  64584  59213  64954  3565
64889  165  64576  61048  65196  2752
64881  159  64590  62596  65117  920
64877  170  64578  63258  269  64073
64885  175  64584  63660  1457  63845
64858  177  64583  63992  2509  63878
64874  171  64590  64168  2478  64556
64875  172  64576  64924  1332  64615
64879  174  64596  986  553  63723
64868  167  64584  2448  535  63448
64868  170  64581  3679  278  64358
64865  177  64597  7129  64571  401
64869  163  64585  14053  63548  87
64859  170  64576  21672  64938  62578
64883  174  64584  29189  1507  60428
64866  179  64579  30173  35  64614
64873  167  64568  31805  64973  8708
64890  183  64576  31426  64930  15181
64873  173  64581  32760  2309  4687
