gx     gy    gz     ax    ay    az
64886  172  64578  64902  18778  57985
64882  168  64582  64320  20388  58821
64888  167  64577  62754  23271  57349
64882  177  64584  61540  23939  56919
64882  172  64574  60498  22725  56935
64880  167  64574  59329  21419  57006
64860  173  64582  59583  21650  57025
64879  168  64568  59937  22710  57425
64876  184  64581  59624  23768  58166
64882  157  64587  59465  23880  58289
64870  171  64570  59406  23828  58148
64888  183  64582  58118  23893  58372
64875  158  64579  57806  23588  58028
64864  180  64589  57711  22274  57858
64874  186  64579  57081  20568  57849
64872  170  64580  56975  18870  57338
64883  178  64587  57140  16815  56998
64881  176  64581  57082  15077  57867
64879  158  64590  56771  13921  58771
64884  161  64574  55972  13343  59444
64885  173  64573  55402  13077  60122
64876  170  64576  54512  12633  60310
64882  173  64577  54266  11177  60592
64879  166  64575  53718  10273  61486
64870  165  64579  52604  10762  62161
64882  170  64577  51571  11674  62957
64874  157  64573  51036  12718  63053
64885  172  64580  51662  15436  62249
64880  183  64581  52699  19062  62169
64881  165  64581  53309  21722  62765
64869  172  64577  54291  21028  63098
64876  163  64584  56117  18967  61717
64874  166  64582  57786  17836  61247
64870  160  64579  58817  18966  61501
64878  180  64581  59007  19319  61679
64874  167  64587  59680  19500  61806
64885  170  64590  59696  19612  62765
64874  168  64584  59034  20099  61752
64898  171  64579  58178  19552  60859
64876  158  64577  58273  18759  59505
64884  170  64576  58776  18507  60717
64888  158  64581  60155  18083  61662
64882  160  64565  61303  17864  61123
64884  181  64580  61712  17971  61077
64892  177  64587  61658  17750  60620
64879  171  64578  62293  18246  60329
64885  165  64580  63740  20083  62141
64891  177  64582  64251  22546  65372
64876  173  64580  64470  22371  65070
64873  155  64579  62751  20611  63039
64873  161  64582  61949  19313  60756
64879  158  64582  60977  18848  59289
64890  168  64579  61310  18902  58934
64870  170  64571  62203  18744  59121
64877  167  64577  63110  18420  60109
64876  166  64575  63010  18528  60744
64886  181  64585  61478  20127  57910
64879  166  64575  59996  21309  56375
64884  169  64574  58956  20949  55836
64870  172  64580  58723  20592  55828
64876  176  64581  58605  20921  56160
64885  167  64584  57773  21076  55866
64873  175  64582  57116  21146  55532
64877  176  64580  56760  20491  54929
64875  164  64582  56336  20251  53635
64873  168  64576  55926  20336  52565
64874  159  64583  55541  21318  51575
64880  162  64586  55282  20619  50953
64891  170  64592  55697  19302  51544
64864  163  64567  56035  17728  52454
64879  174  64576  56742  16836  53559
64881  179  64574  57250  15464  54609
64868  162  64582  57520  13628  55622
64878  173  64578  58001  12257  56550
64888  170  64572  57995  11164  56899
64870  178  64595  58270  11056  57650
64871  180  64586  58313  12095  57817
64877  178  64574  58477  12916  58142
64863  178  64579  59312  13016  59053
64865  181  64595  59615  12766  59492
64880  186  64576  59184  12750  58963
64869  161  64572  58640  12567  58576
64882  171  64575  58551  12129  59233
64881  172  64580  58290  12005  60065
64877  175  64582  57688  12522  61041
64878  174  64581  56847  12518  61542
64862  170  64579  57444  12806  60918
64885  169  64585  56859  13073  60596
64878  166  64576  56778  14546  60694
