gx     gy    gz     ax    ay    az
64881  171  64582  57642  9779  61422
64869  157  64580  57206  8845  61144
64863  178  64570  56948  9285  61054
64883  172  64568  56393  10311  60678
64880  163  64575  55805  11374  60971
64899  174  64568  56140  11850  61954
64872  180  64574  56736  12776  61605
64879  171  64565  56298  15692  60335
64890  161  64576  55876  16200  62024
64879  170  64579  56582  16670  63543
64880  168  64586  57272  18196  63914
64879  171  64587  58188  18394  64135
64884  175  64571  58987  18481  62718
64888  179  64577  59119  18778  60355
64875  173  64575  58451  18888  59119
64871  173  64582  57870  19028  58923
64869  179  64582  57908  19453  58679
64868  177  64569  58547  19191  59274
64852  173  64575  59732  18455  59697
64883  172  64566  60675  17881  60087
64879  158  64576  61616  17499  61184
64876  172  64560  61603  17092  61758
64877  166  64576  61317  17053  62269
64888  178  64576  61009  17074  62474
64887  168  64583  60970  17379  61955
64883  168  64573  61090  17548  61636
64879  167  64577  61447  17542  61690
64867  165  64588  61375  17654  62506
64881  165  64570  61470  17792  62965
64876  167  64575  61973  18129  62958
64873  157  64575  62112  18324  63205
64878  167  64562  61208  19040  62873
64872  175  64570  60249  20027  61248
64880  183  64574  60173  19975  59531
64876  175  64574  61132  19379  58748
64863  179  64576  61331  19735  58551
64884  176  64579  59965  23174  56538
64873  183  64579  59496  22801  56586
64884  174  64576  59414  21333  57361
64873  181  64584  60028  19833  57573
64884  179  64575  60352  19071  58008
64888  172  64575  60100  20185  58498
64871  169  64566  59527  21100  59137
64884  169  64574  59053  21327  59627
64888  174  64575  58932  20730  59036
64883  169  64563  58843  20096  57888
64886  169  64567  58574  19616  57023
64895  164  64576  57410  19309  57462
64873  165  64572  56838  18250  58659
64885  175  64576  56881  17453  59151
64879  173  64573  56967  16372  59570
64874  164  64574  56969  15244  60043
64875  167  64580  56771  14301  60951
64876  177  64562  56750  13359  61495
64877  174  64570  57040  12328  61874
64867  165  64570  57061  11597  62025
64869  166  64587  57356  10762  61710
64877  174  64576  57458  10443  62005
64888  163  64578  57453  10543  61562
64872  183  64579  57244  11249  60819
64873  177  64582  55893  12768  59549
64868  179  64570  54938  13907  59524
64889  165  64574  54803  13566  60750
64885  170  64578  54953  13749  60692
64886  168  64578  54273  16698  59595
64889  170  64568  54013  16752  60134
64874  171  64582  54671  16391  60797
64891  180  64575  55233  15589  61191
64885  173  64576  56691  14641  60463
64883  170  64567  57552  15045  58488
64885  176  64575  57309  15997  58204
64879  167  64565  56614  17400  58801
64863  169  64579  56807  18748  58733
64896  164  64573  57633  19918  59093
64882  154  64579  58985  19784  59735
64871  177  64576  60392  18752  59871
64870  169  64570  61275  17631  59874
64875  163  64576  61340  17343  60087
64879  174  64569  61385  17161  60845
64886  168  64555  61620  17477  62138
64886  168  64574  61960  17878  63331
64877  171  64574  62166  17801  64134
64874  166  64578  62237  17594  63688
64870  183  64566  61971  17399  62193
64879  168  64571  62078  17228  61146
64882  179  64576  62397  17086  61427
64883  164  64582  62407  17310  62650
64875  173  64571  61903  18472  62693
64884  167  64575  61909  19539  61125
64878  167  64582  61764  19784  59966
64893  164  64576  61623  19480  58806
64886  160  64571  61186  20209  56820
64885  170  64569  59508  22522  54831
64858  170  64574  58207  24082  53670
64873  167  64575  58210  23375  54669
64870  170  64566  60178  20656  56921
64893  166  64569  61599  18948  58985
64865  173  64572  61635  20089  59303
64884  165  64587  60580  21479  59135
64874  187  64577  59273  21796  59153
64879  169  64571  58058  21004  58325
64878  170  64566  57378  20032  56654
64874  178  64576  56998  19111  55974
64874  182  64575  57078  17729  56123
64869  169  64579  57749  16796  56615
64884  177  64577  58109  15911  57978
64869  179  64558  58323  15150  59271
64870  161  64583  58399  14297  60263
64885  181  64572  58549  13597  60126
64886  171  64575  58753  12784  60530
64893  177  64569  58713  12383  60788
64867  172  64585  58555  11876  61259
64878  165  64577  58358  11357  61657
64877  175  64577  58064  10921  62076
64872  166  64570  57700  10870  61118
64878  162  64578  57073  10765  59522
64890  172  64564  56072  11152  58523
64865  165  64571  54722  12667  58800
64875  169  64575  54309  13354  60007
64885  169  64565  55140  14773  59572
64877  173  64580  54652  16959  58805
64880  174  64569  53582  17933  59816
64873  167  64570  53580  17531  61026
64879  163  64573  54513  16412  60364
64867  165  64572  56167  15121  59393
64874  176  64569  57451  15140  58319
64867  174  64573  57735  16146  58014
64882  177  64577  57452  17146  57885
64877  174  64575  57246  17956  58693
64878  174  64573  57474  18599  59185
64876  167  64577  58472  18025  59885
64882  169  64566  60342  17267  60217
64882  173  64578  61449  16892  60710
64868  168  64577  61762  16448  61575
64874  167  64570  61409  16482  62492
64867  169  64573  61278  17017  62561
64881  171  64576  60764  17384  62272
64891  163  64573  60852  16726  61626
64877  168  64577  61117  16119  61175
64888  173  64573  61485  16207  61287
64872  168  64571  61778  16995  61882
64892  171  64573  61928  17633  63191
64886  171  64574  61794  18309  63554
64875  176  64574  61591  18944  62546
64877  175  64582  60682  19606  60916
64879  168  64581  60368  20130  59631
64882  160  64575  60602  20095  59095
64881  168  64583  61063  20126  58750
64874  174  64579  60304  22999  57300
64879  183  64577  58784  24092  57008
64877  162  64580  58492  22921  56522
64867  175  64571  59773  19689  57522
64879  159  64577  60611  18692  57837
64880  174  64575  60329  19810  57702
64877  164  64571  59313  21169  58453
64873  163  64576  57960  21719  58953
64890  172  64573  57803  20925  58106
64885  167  64571  58281  19601  56886
64878  165  64577  58052  18501  56312
64880  169  64584  58157  17962  56716
64885  164  64586  58444  17339  57761
64882  160  64577  58832  16632  59143
64868  167  64571  58878  15853  59853
64887  169  64575  59090  15014  60289
64873  177  64582  58757  14146  60737
64877  165  64570  58382  13766  61012
64864  187  64580  58301  13272  60955
64872  171  64574  58313  12798  61141
64872  174  64561  58291  12079  62035
64874  168  64577  58374  11227  62223
64876  171  64565  57932  10631  61762
64866  173  64571  56911  10466  60886
64869  172  64570  55272  11932  60905
64866  178  64573  53893  13906  60675
64873  170  64574  54075  14236  60984
64876  173  64581  55348  14334  60525
64869  174  64576  55569  15625  59238
64880  161  64571  54389  17045  59170
64870  168  64572  53855  16568  61010
64876  160  64574  54078  16194  60580
64884  166  64569  55771  14838  58965
64878  164  64578  57357  14661  57528
64868  179  64578  57838  15627  57173
64865  157  64578  57357  16673  58121
64872  150  64577  57153  17759  58889
64882  170  64568  57846  19093  59828
64882  165  64571  58757  19666  60969
64879  168  64575  59703  19289  61602
64865  164  64567  61132  18803  61002
64876  171  64581  62364  18047  60443
64877  164  64570  62649  17609  60695
64870  180  64575  62330  17637  61390
64876  170  64579  62314  17795  61834
64879  167  64579  62562  17642  61653
64871  170  64570  62421  17569  61418
64879  180  64568  63154  17321  60559
64878  183  64577  63407  17654  60637
64879  178  64573  62755  18316  62067
64879  165  64577  61979  17740  63828
64883  175  64575  61409  16811  63922
64882  173  64581  60790  16513  62898
64865  165  64575  60841  16886  60622
64885  175  64576  61366  17535  58531
64877  173  64575  61739  18500  57764
64884  174  64566  61345  20748  56055
64891  169  64578  59600  24039  54510
64883  173  64580  59087  23558  54756
64889  184  64575  60079  21891  55751
64872  177  64573  60964  20964  55825
64883  176  64571  60300  21732  55931
64877  165  64571  59568  22311  56533
64881  171  64581  58877  21836  56928
64899  170  64572  58316  20739  56692
64876  170  64577  57989  19674  55768
64867  170  64566  57545  18573  55341
64881  164  64569  57352  17843  56299
64877  177  64576  57481  17531  57998
64886  164  64568  57607  17101  59112
64887  164  64572  57384  16704  59082
64882  169  64579  57186  15682  59318
64887  167  64574  57264  15114  59900
64891  158  64576  57196  14121  60058
64856  169  64568  57269  13062  59942
64865  165  64579  57160  12376  60128
64868  166  64578  57231  11128  60777
64861  165  64586  57160  10878  59764
64891  165  64579  56233  10614  60534
64877  169  64574  55017  11190  60400
64877  168  64580  55088  11560  60803
64876  161  64582  55027  11514  60689
64870  171  64571  55035  12210  60401
64878  163  64571  54224  14814  59470
64870  164  64578  53347  15531  60288
64886  164  64581  53483  14939  61117
64877  189  64572  54109  15018  60501
64883  169  64575  55868  14569  59277
64873  174  64571  57079  14968  58742
64890  183  64576  57861  16210  58612
64881  169  64573  57729  17447  59084
64867  180  64575  57259  18560  59736
64894  178  64567  56943  19709  59692
64879  176  64571  57525  19577  60010
64876  171  64561  58291  19072  59820
64871  163  64569  59350  18067  59335
64885  170  64563  60058  17053  59618
64884  164  64573  60743  16598  60024
64880  177  64571  60791  15864  60573
64876  172  64574  61052  15829  60861
64883  159  64574  61254  16964  60638
64890  166  64579  61636  18328  61288
64878  167  64571  61462  18962  62945
64871  173  64574  61498  19145  63561
64884  179  64581  61941  18745  62306
64883  178  64566  61890  18038  60455
64876  172  64568  62130  17513  59371
64879  182  64574  62208  18134  58147
64895  169  64567  62342  19075  57740
64869  171  64573  62372  19600  58786
64871  168  64563  62101  19843  58732
64883  176  64568  60697  21670  55025
64879  168  64579  58782  23368  52650
64874  159  64575  58089  23357  52107
64876  173  64572  58936  21332  53664
64889  168  64568  60095  19930  55149
64884  172  64573  59980  20422  55342
64871  175  64571  59201  20733  55811
64872  169  64576  58594  20516  56669
64874  173  64574  58025  20087  57508
64885  175  64588  57975  19151  57578
64873  182  64581  58034  18325  57035
64870  160  64576  57901  17303  57079
64877  178  64581  57766  16415  57504
64888  167  64570  57230  15887  58049
64875  169  64574  56726  15025  59009
64880  167  64574  56825  14478  59452
64879  174  64579  56972  13660  59642
64880  168  64587  57047  13070  59768
64888  176  64579  57096  12816  59917
64879  169  64587  57052  12553  60843
64890  171  64571  57023  11664  61879
64889  167  64574  56854  11024  61806
64871  162  64567  56768  11126  60442
64878  170  64576  56351  11468  60112
64881  174  64575  55697  12195  60148
64879  167  64577  54513  13012  59943
64881  172  64573  54217  13263  59816
64872  173  64574  54860  12883  59922
64877  180  64578  54506  15019  59151
64879  162  64574  53980  16483  59565
64879  171  64570  53608  17194  60240
64877  179  64575  54262  16474  60999
64877  175  64572  56551  16231  59477
64867  165  64577  57898  17122  58212
64885  175  64569  58180  18346  58055
64876  184  64567  57971  18827  58680
64884  171  64569  57387  19258  59351
64883  167  64566  57458  18965  60009
64888  171  64571  58152  17351  60904
64865  184  64565  59443  15760  60990
64872  185  64576  60708  14837  60829
64873  167  64587  61789  14956  61503
64887  179  64575  61458  14999  62376
64881  166  64570  60623  16495  63968
64886  177  64580  60964  17098  64348
64898  172  64570  62078  17458  62297
64880  176  64572  62802  16915  61358
64880  170  64570  63034  16664  60801
64884  171  64567  63103  17174  59814
64882  166  64575  63015  17578  59397
64879  170  64578  63431  17839  59861
64874  175  64569  63218  18729  60246
64881  168  64579  62359  20324  60367
64873  174  64571  61996  21290  59739
64868  165  64576  62177  20747  59290
64881  167  64585  62127  21182  57816
64875  171  64573  60762  22440  56267
64862  168  64573  59584  22548  55501
64884  169  64573  59555  21922  55102
64880  170  64581  60781  20152  56144
64874  164  64576  61339  19889  57506
64878  162  64571  60849  20601  57682
64874  181  64576  59707  20766  57886
64896  168  64576  58972  20460  57744
64880  170  64573  58431  19658  57936
64876  170  64585  58435  19138  58223
64894  171  64576  58944  18421  58540
64876  169  64577  59425  17731  58833
64875  163  64566  59178  16661  59466
64878  178  64567  59041  15952  59606
64881  164  64577  58685  15073  60017
64875  167  64580  58437  14526  59789
64883  168  64574  58234  14531  59486
64881  169  64575  58172  14271  59419
64868  172  64577  58379  13559  59523
64877  179  64567  57927  12936  60136
64893  178  64572  57450  12810  60399
64866  172  64582  57447  12219  60421
64886  162  64580  57302  11946  60140
64885  165  64575  56849  11782  60290
64898  159  64574  55427  12362  60576
64874  164  64574  54220  12859  60455
64882  170  64568  53978  12341  60909
64877  173  64576  54682  12431  61296
64875  183  64577  54462  14935  60512
64877  175  64580  53850  16899  59950
64877  170  64565  54165  16499  60680
64871  170  64573  54897  15409  61478
64887  165  64578  56555  14692  59999
64874  164  64568  57563  15687  58044
64871  161  64585  57596  16775  57238
64882  168  64566  57081  17319  57762
64886  168  64562  56777  18034  58646
64889  181  64582  57198  18506  59387
64879  163  64573  58132  17732  60034
64878  172  64568  59807  17070  60536
64869  175  64576  61194  16383  60987
64872  165  64577  61837  15992  61927
64876  162  64578  61455  15724  62573
64865  165  64573  60948  15972  62738
64868  171  64577  60874  16095  62363
64892  167  64559  61140  16499  61419
64868  179  64571  61533  16831  61101
64865  182  64581  61830  17086  60979
64873  176  64575  61965  17669  61246
64876  172  64572  62296  17989  61614
64872  187  64580  62784  18490  61629
64865  181  64573  62892  19620  61258
64869  167  64581  62386  20845  60314
64873  171  64579  61828  20946  59168
64863  183  64562  61438  20562  58615
64888  171  64574  61065  21076  57199
64888  172  64565  59881  23220  55460
64878  182  64574  58585  23856  55610
64868  170  64577  58787  22659  56499
64879  155  64568  60315  20387  57397
64878  165  64582  61005  19734  58171
64879  179  64574  60399  20701  58392
64873  179  64569  59303  21522  58231
64883  172  64584  58590  21041  58652
64894  162  64582  58468  20184  57573
64886  179  64584  58478  19231  56188
64876  176  64571  58302  18225  55911
64887  166  64582  58211  17429  56474
64880  171  64576  58364  16874  57221
64877  171  64573  58247  16345  59043
64869  166  64580  58336  16160  60191
64885  165  64569  58611  16131  60261
64888  172  64571  58485  15787  60288
64883  185  64582  57909  14981  60967
64870  172  64582  57175  14054  61677
64876  180  64570  56439  13140  62133
64885  167  64563  56638  12046  60118
64880  162  64577  56878  11139  59735
64885  169  64577  56884  11291  60789
64886  174  64574  56201  11825  62088
64886  173  64579  55167  13158  61896
64884  170  64568  54574  13107  61138
64875  163  64577  54479  12330  60000
64881  169  64585  53715  13101  58716
64879  172  64568  52894  14201  58715
64868  170  64571  53310  14230  59640
64880  173  64576  54864  14299  60461
64883  170  64578  56709  14375  60369
64877  173  64579  57262  15722  59253
64885  169  64577  56810  16944  58981
64877  167  64574  56175  17431  58959
64868  161  64574  55959  18285  58605
64889  183  64579  56286  18888  58776
64874  172  64568  56864  18745  59513
64880  172  64581  58694  18071  60108
64892  176  64578  60104  17573  60401
64881  169  64574  60643  16889  60988
64879  177  64575  60926  16413  60557
64888  161  64573  60999  16396  60547
64872  172  64573  60942  17197  61515
64872  179  64576  60647  17864  62881
64895  169  64573  60850  18448  63388
64882  171  64565  61475  18855  62929
64880  165  64572  62353  19265  62339
64881  160  64563  63100  19800  62183
64877  167  64565  63274  20222  62023
64877  176  64568  63606  20262  61611
64876  168  64571  63261  20959  61648
64882  175  64573  63313  21607  61328
64871  163  64570  63754  20960  60977
64877  172  64586  63936  19797  60124
64866  182  64574  62604  21596  56966
64861  181  64576  60719  23772  54657
64882  176  64574  59819  23195  55465
64879  180  64582  60173  22038  57253
64874  177  64578  60931  22152  57767
64893  153  64583  60809  22106  58001
64878  172  64572  59945  22369  56764
64880  179  64574  59249  21361  56092
64880  175  64573  58533  20517  54816
64866  174  64572  57934  20339  54213
64890  182  64581  57045  20040  55773
64881  173  64569  56730  19451  57637
64889  188  64569  56982  18642  58333
64878  185  64575  57150  17521  58723
64875  174  64568  57186  16611  58625
64883  160  64581  56778  15639  59675
64888  172  64572  56509  14238  60923
64882  164  64571  56632  13263  60937
64884  163  64578  56924  12690  60943
64872  174  64561  57161  11933  61595
64868  165  64574  57411  11032  61874
64876  178  64577  57283  10494  61581
64865  167  64578  57066  10712  60752
64889  160  64577  56184  11173  60320
64881  172  64574  54921  11443  60285
64889  165  64570  54139  12653  60081
64875  170  64574  54421  12802  60677
64878  166  64561  55032  13538  60300
64886  180  64567  54013  15526  60090
64875  169  64579  53304  15952  61712
64867  177  64575  53189  15950  62386
64877  170  64578  54451  14680  62021
64876  169  64580  56410  14688  59599
64869  170  64571  56997  16029  58293
64887  169  64571  56436  17420  57941
64877  173  64575  55633  18130  58438
64882  166  64576  55498  19171  58599
64872  179  64583  56035  18943  59448
64878  173  64577  57966  17714  60893
64875  178  64580  59747  16554  61222
64875  165  64587  60612  16033  61663
64882  171  64580  60410  16068  61935
64887  169  64584  59725  16149  61868
64883  168  64572  59554  16533  61502
64883  167  64572  60954  17688  61149
64874  170  64571  62281  18783  61524
64876  167  64573  62945  18889  61349
64882  168  64586  62130  18876  61735
64879  173  64583  61856  18355  62600
64878  173  64585  62877  18557  61099
64871  166  64578  63636  19498  59801
64887  179  64581  63644  21079  59621
64878  176  64564  63171  22108  59813
64888  172  64577  62803  21773  60076
64879  156  64571  62549  21090  59953
64887  165  64584  60863  23042  57365
64871  166  64569  59320  24054  56060
64883  164  64571  58643  23555  55479
64884  173  64580  59119  21513  55752
64874  175  64571  60125  20301  57536
64884  171  64580  60415  20888  58710
64870  172  64573  60193  21593  59231
64883  164  64576  59678  21672  58894
64881  167  64582  59122  20922  57952
64882  168  64578  58245  20346  57552
64879  164  64570  57558  19914  56099
64879  165  64584  57183  19356  55663
64880  174  64579  57118  18397  55930
64883  169  64578  57385  17321  56898
64884  174  64576  57415  16113  58357
64864  172  64569  57357  15033  59413
64885  174  64579  57480  13734  59896
64870  170  64576  57618  12881  60162
64884  163  64574  57906  11732  61125
64873  170  64576  57992  10977  61140
64890  173  64571  58114  10162  61189
64891  183  64578  58246  9694  61309
64889  169  64584  58207  9751  60331
64886  171  64568  57638  10343  59722
64890  165  64576  55919  11689  59153
64888  184  64570  53585  12559  59682
64876  167  64576  52240  12362  60269
64876  171  64574  52842  12060  60332
64878  165  64569  53622  14495  58960
64884  168  64570  53363  17877  58348
64887  162  64570  53905  18279  59739
64887  164  64580  54621  18568  60136
64883  173  64574  56202  18214  59188
64875  153  64574  57997  18771  57429
64892  165  64571  59019  19137  56026
64876  151  64568  58234  17738  56862
64885  164  64568  57288  17394  57004
64877  163  64578  57067  17864  58006
64881  167  64575  57887  18446  59327
64879  173  64584  59115  18220  60755
64882  165  64577  60707  18595  61696
64882  172  64569  62271  17983  61756
64875  167  64579  62203  17508  61057
64878  172  64583  61782  17546  60889
64873  167  64572  62392  17324  60440
64884  182  64591  63163  17703  60360
64878  171  64576  63872  18013  60835
64876  170  64578  64412  18675  61467
64892  169  64576  64242  19158  61589
64877  185  64575  64169  18864  61835
64892  180  64581  64070  18238  62224
64870  170  64584  63451  18552  61668
64881  172  64586  62494  20401  61055
64882  171  64585  61493  21037  61095
64870  173  64587  61365  20531  60092
64889  167  64579  61258  20963  58086
64876  172  64580  59994  23280  55169
64886  167  64578  58931  24030  53916
64870  171  64575  58914  22988  54199
64877  159  64564  59542  20654  56187
64867  162  64580  60262  20062  57656
64879  163  64579  59781  21333  58075
64872  173  64578  58633  22167  58208
64872  167  64563  57534  21852  57107
64884  165  64576  56766  20489  56118
64876  161  64581  56116  18970  55518
64893  168  64572  56503  18252  54350
64859  168  64566  57127  17759  54944
64880  168  64574  57610  17074  56701
64882  165  64566  57713  16116  57821
64881  164  64573  57650  15234  58066
64867  161  64570  57531  14215  58866
64872  166  64582  57041  13291  60218
64885  172  64583  57146  12720  60369
64883  168  64571  57397  12075  60180
64876  173  64583  57332  11738  60318
64883  168  64566  57121  11530  60604
64879  163  64582  56751  11278  60840
64882  183  64568  56554  11101  60397
64872  178  64583  55555  11231  59723
64884  174  64574  54813  11748  59228
64880  178  64579  54820  11941  59189
64871  177  64572  55100  11732  60110
64882  173  64573  54897  12515  60478
64878  177  64564  53546  14897  60233
64897  182  64570  53356  15440  61264
64881  169  64584  53784  16101  61402
64872  169  64574  55424  15082  60858
64892  170  64576  56751  15335  58884
64881  167  64570  57222  16868  57378
64878  178  64570  56939  18044  58051
64886  167  64572  56458  18984  59043
64874  173  64577  56297  19890  58773
64880  171  64582  57151  19863  59110
64878  165  64582  58573  19247  59827
64882  163  64574  59609  18461  60628
64872  167  64567  60373  17966  60537
64875  173  64576  60790  18159  60763
64877  159  64576  60490  17936  61247
64873  164  64578  60602  17996  61463
64876  163  64568  60742  18099  60872
64883  160  64583  62119  18391  59415
64878  173  64576  62889  17929  60342
64883  172  64567  63234  17922  61069
64867  170  64573  63618  18886  60884
64868  178  64568  63896  19177  60580
64877  167  64567  63836  19362  60436
64880  164  64586  63331  20084  60381
64879  170  64570  62629  20783  59536
64889  167  64572  62165  20315  58265
64884  173  64570  62022  20003  57555
64886  169  64577  60257  22411  56436
64874  179  64577  58724  24643  55061
64875  160  64579  58858  23508  55048
64883  169  64577  59602  20842  55865
64873  178  64578  60268  18607  56582
64870  175  64580  59781  19014  55962
64870  169  64576  58597  20425  55283
64874  175  64580  57533  20583  55391
64881  177  64583  57239  19759  55673
64877  165  64576  57261  18697  54389
64882  174  64570  57191  17613  54168
64874  169  64570  56643  16656  55683
64876  188  64568  56435  15878  57670
64870  164  64580  57345  15173  58147
64877  173  64571  58274  14207  58229
64887  173  64582  58714  13616  58152
64870  167  64569  58652  13396  59060
64882  170  64576  58023  12415  60236
64885  182  64576  57601  11429  61269
64881  175  64567  57911  11141  60660
64884  165  64583  58116  10918  60096
64882  174  64570  57874  10158  59845
64882  162  64572  57344  10211  59898
64874  164  64571  56485  11419  59888
64881  171  64569  55304  12718  59929
64874  159  64578  54734  13604  59612
64866  168  64579  55102  13432  59867
64883  163  64581  54910  14223  59807
64878  162  64580  53091  17252  59121
64867  163  64585  52156  16791  60118
64878  163  64579  53124  15078  60891
64864  172  64577  55134  14403  59179
64867  169  64580  56478  14676  58172
64877  175  64579  56694  16053  57685
64873  184  64587  56722  17136  57735
64881  177  64581  56238  18273  58387
64879  176  64566  56136  19150  59458
64873  171  64589  57277  18954  60499
64864  180  64576  58593  17915  60575
64879  173  64580  59847  16866  60161
64875  168  64580  60699  16150  59063
64872  170  64571  61078  15718  58183
64889  186  64570  60781  16372  58730
64886  172  64584  60943  17154  60293
64876  170  64589  61007  17245  61432
64875  183  64575  61133  16824  61531
64886  178  64571  61405  16760  60813
64883  167  64582  61897  16753  61012
64885  172  64580  62039  17414  61428
64886  172  64573  61408  18173  61908
64881  163  64571  60530  18417  61866
64871  160  64574  60158  18366  60835
64876  164  64576  60425  18389  58973
64884  174  64570  61274  18427  57770
64866  166  64574  61771  18859  56851
64877  164  64580  61108  20945  55602
64886  171  64573  59872  23454  54090
64883  167  64572  59154  23978  54350
64878  162  64577  59102  22275  55550
64894  162  64569  59255  20888  55924
64868  166  64582  58902  20415  56559
64869  172  64576  58439  20280  57089
64872  175  64572  58043  19891  57282
64882  178  64570  57719  19547  57276
64877  172  64575  57523  19022  56336
64869  178  64571  57538  18416  55771
64874  174  64564  57559  18078  55924
64884  166  64564  57607  17328  57114
64880  180  64576  57722  16681  58211
64862  178  64562  57589  15793  59165
64876  175  64586  57150  15125  59884
64877  169  64574  57192  14216  59777
64879  174  64579  57630  13554  60136
64897  174  64572  57525  12616  60862
64877  162  64573  57612  11888  61127
64887  177  64586  57991  11167  61103
64890  178  64578  57873  11080  61486
64857  169  64581  57682  11643  63343
64883  182  64578  57086  12371  62707
64889  165  64583  56521  12832  61159
64882  159  64581  56137  13439  59814
64875  174  64574  56942  13379  59547
64887  173  64579  56804  13730  60630
64879  179  64581  55008  16182  61726
64882  172  64572  54246  16933  62622
64885  170  64575  55588  15706  63191
64872  186  64574  56284  15631  62005
64884  171  64576  57269  15133  61234
64883  171  64574  57321  15769  60201
64880  161  64571  57276  16799  59207
64883  172  64572  56829  17981  58137
64881  162  64588  56797  19587  58050
64881  170  64572  57498  20667  58668
64893  164  64573  58824  19956  59781
64884  175  64576  59800  18715  60357
64876  156  64571  60795  17863  59851
64873  167  64576  61373  17272  59432
64870  164  64579  61485  17460  60127
64881  174  64582  61600  18020  61413
64874  168  64577  61631  18119  62761
64866  173  64575  61561  18262  62713
64863  171  64584  61585  17917  61952
64886  169  64576  61521  17848  60970
64861  165  64565  62041  17502  59817
64887  186  64563  62608  17487  59758
64887  180  64581  63104  17702  60674
64891  172  64583  62631  18809  61382
64875  177  64579  62117  20181  60662
64872  173  64572  62108  20644  59313
64884  170  64569  62417  19980  58253
64885  179  64577  62365  19617  57094
64886  175  64571  61183  21848  55242
64869  170  64577  59649  23266  54532
64893  175  64576  59961  21721  55583
64865  172  64585  60210  20029  57090
64861  169  64586  60270  19166  58348
64886  175  64566  59166  20354  58369
64881  160  64563  58311  21167  57614
64882  168  64572  57995  20855  56711
64872  169  64584  58156  20502  56085
64875  171  64561  58252  20304  55813
64875  170  64573  58201  20037  57080
64878  159  64573  58163  19443  57464
64877  169  64584  58046  18366  57871
64877  165  64574  57730  17474  58666
64871  166  64574  57581  16331  59638
64878  172  64564  57667  15237  60233
64876  170  64577  58033  14240  60017
64881  166  64576  58111  13628  59932
64882  180  64570  57867  12784  60401
64875  158  64576  57688  11678  61078
64879  175  64567  58013  10527  61062
64892  166  64574  57985  10552  60718
64875  170  64578  57585  11562  60334
64883  170  64566  56655  12012  60533
64891  174  64568  55631  12284  60881
64880  163  64570  54746  13098  60397
64879  171  64572  54889  13593  59730
64872  169  64593  55759  13423  60093
64868  168  64574  54967  15638  60868
64886  175  64582  55066  14894  62479
64884  177  64579  55098  15415  63112
64870  171  64568  56002  16115  60829
64885  170  64566  57643  15244  58813
64888  159  64589  58437  16411  56778
64890  168  64580  57940  18097  57070
64882  169  64572  57735  18894  58303
64881  163  64572  57752  19566  58705
64874  175  64569  58799  19534  58965
64878  171  64572  59922  18233  59829
64872  171  64577  60610  16873  60765
64895  161  64570  60736  15925  61664
64876  163  64576  61423  15641  61775
64875  161  64574  61478  15588  62054
64882  155  64581  61648  15553  62333
64871  169  64573  61925  16355  62142
64880  172  64569  62123  16972  61437
64862  173  64576  61733  17275  61275
64888  169  64576  61804  17399  62107
64886  170  64578  62518  17852  62035
64879  154  64574  63250  18327  61427
64872  163  64574  63312  18538  61894
64883  172  64574  62926  18939  61714
64878  165  64574  62716  19425  60391
64869  173  64585  62517  19553  58860
64866  169  64566  62762  19076  57782
64875  170  64588  62514  20006  56989
64876  172  64570  60846  23109  55009
64879  176  64581  59840  22464  56026
64889  181  64572  59722  21732  56438
64891  185  64574  59795  20884  56287
64889  184  64574  59455  21437  56359
64882  178  64575  59160  22619  55777
64877  164  64587  58705  22906  56731
64873  183  64575  58612  22538  56532
64862  182  64585  58400  21555  56631
64872  169  64572  58273  20466  56327
64883  162  64575  58177  19138  56909
64877  169  64577  58373  17657  57645
64875  165  64572  58337  16426  58839
64873  171  64582  58283  15577  59441
64885  165  64574  57905  14678  59822
64892  172  64575  57423  13982  60631
64872  169  64585  57477  13039  60303
64880  168  64558  57460  12105  60144
64869  167  64578  57171  11531  59532
64877  166  64575  57075  10851  59796
64868  158  64576  56870  10454  59639
64884  164  64567  56400  10382  59833
64884  174  64574  55812  11034  60030
64881  172  64572  55077  11895  60277
64877  169  64572  54786  12630  59732
64864  191  64580  54828  12887  59568
64880  171  64579  54988  13036  59472
64883  171  64568  54252  15279  59702
64879  158  64574  54770  15771  61100
64867  167  64577  55609  16178  61092
64878  169  64578  55128  16152  61436
64877  174  64569  55103  15225  61190
64891  179  64572  56098  15146  58424
64862  163  64571  57014  15869  56766
64876  172  64583  57795  16978  56418
64873  171  64566  57214  18199  57603
64885  168  64577  57209  18984  59552
64874  169  64562  58119  18992  60582
64871  173  64569  59378  17749  61097
64881  164  64569  60617  16840  61083
64879  179  64569  61147  16057  60839
64884  174  64579  61058  16020  60297
64881  175  64576  60701  16700  60552
64886  162  64573  60472  17094  62373
64894  166  64568  60871  17458  62650
64866  166  64575  61490  17800  62301
64882  166  64572  62179  17916  61570
64868  170  64575  62626  18053  61288
64882  173  64579  63093  18119  61428
64868  160  64565  63442  18299  61216
64870  171  64576  63146  19140  60858
64880  166  64560  62539  20007  60272
64882  166  64575  62187  19910  59427
64876  160  64579  62376  19296  58290
64879  160  64578  62646  18840  58670
64876  171  64572  61509  21947  56460
64874  164  64584  59886  24035  55848
64873  169  64581  59671  23161  55898
64871  174  64564  60309  21279  56386
64881  168  64575  60682  20347  56897
64874  184  64574  60354  20599  57138
64883  164  64569  59974  20959  57221
64873  184  64575  59493  21185  57137
